Id,Label,Latitude,Longitude
2305,KAMEHAMEHA HWY + OPP 61-405,21.625055,-158.07657
2306,KAMEHAMEHA HWY + PUNALAU PL,21.627409,-158.073891
2307,KAMEHAMEHA HWY + IKUWAI PL,21.629845,-158.072195
2308,KAMEHAMEHA HWY + 61-234,21.632484,-158.070373
2309,KAMEHAMEHA HWY + OPP ILIOHU PL,21.635887,-158.06802
2310,KAMEHAMEHA HWY + WAIMEA VALLEY RD,21.640144,-158.060014
2311,KAMEHAMEHA HWY + KAPUHI ST,21.645267,-158.063455
2312,KAMEHAMEHA HWY + PUPUKEA RD,21.64868,-158.062321
2313,KAMEHAMEHA HWY + PUULA RD,21.651007,-158.06153
2314,KAMEHAMEHA HWY + KUMUPALI RD,21.652862,-158.060522
2315,KAMEHAMEHA HWY + HAKUOLA RD,21.655612,-158.058971
2316,KAMEHAMEHA HWY + KAHAE RD,21.65713,-158.058118
2317,KAMEHAMEHA HWY + PUKEA RD,21.658921,-158.056765
2318,KAMEHAMEHA HWY + OPP KE WAENA RD,21.660563,-158.05494
2319,KAMEHAMEHA HWY + OPP KE NUI RD,21.663203,-158.052011
2320,KAMEHAMEHA HWY + SUNSET BEACH ELEMENTARY SCHOOL,21.664668,-158.050392
2321,KAMEHAMEHA HWY + 59-238,21.668906,-158.045668
2322,KAMEHAMEHA HWY + OPP KE NUI RD,21.67132,-158.042997
2323,KAMEHAMEHA HWY + PAUMALU PL,21.673028,-158.041081
2324,KAMEHAMEHA HWY + OPP SUNSET BEACH,21.673926,-158.040117
2325,KAMEHAMEHA HWY + OPP HOALUA ST,21.675358,-158.038719
2326,KAMEHAMEHA HWY + 59-040,21.676696,-158.037411
2327,KAMEHAMEHA HWY + SUNSET BEACH STORE,21.677706,-158.036419
2328,KAMEHAMEHA HWY + WEHIWA PL,21.678947,-158.03517
2329,KAMEHAMEHA HWY + IWIA PL,21.68036,-158.033314
2331,KAMEHAMEHA HWY + 58-264,21.682389,-158.030559
2332,KAMEHAMEHA HWY + OPP 58-165,21.684126,-158.027676
2333,KAMEHAMEHA HWY + 58-160,21.686055,-158.02464
2334,KAMEHAMEHA HWY + CRAWFORDS CONVALESCENT HOME,21.687196,-158.023363
2335,KAMEHAMEHA HWY + OPP 57-501,21.694892,-158.016128
2336,KAMEHAMEHA HWY + OPP PAHIPAHIALUA ST,21.695497,-158.01428
2337,KAMEHAMEHA HWY + KAWELA CAMP RD,21.695361,-158.007904
2338,KAMEHAMEHA HWY + 57-146,21.696412,-157.996985
2339,KUILIMA DR + LALO KUILIMA PL,21.699649,-157.993239
2340,KUILIMA DR + ELEKU KUILIMA PL,21.701074,-157.994159
2341,TURTLE BAY RESORT,21.70332,-157.99664
2342,KUILIMA DR + WEST KUILIMA LP,21.700955,-157.994285
2343,KUILIMA DR + WEST KUILIMA LP,21.699522,-157.993372
2344,KAMEHAMEHA HWY + OPP 56-1207,21.694937,-157.981522
2345,KAMEHAMEHA HWY + OPP MARCONI RD,21.692609,-157.976429
2346,KAMEHAMEHA HWY + OPP 56-931,21.689225,-157.96736
2347,KAMEHAMEHA HWY + OPP KAHUKU PRAWN FARM,21.683859,-157.960706
2348,KAMEHAMEHA HWY + PUALALEA ST,21.677561,-157.951563
2349,KAMEHAMEHA HWY + OPP KAHUKU SUGAR MILL,21.677103,-157.948933
2350,KAMEHAMEHA HWY + OPP PUULUANA ST,21.676405,-157.947428
2351,KAMEHAMEHA HWY + KAHUKU FIRE STATION,21.674904,-157.945075
2352,KAMEHAMEHA HWY + 56-350,21.673343,-157.942619
2353,KAMEHAMEHA HWY + OPP MALAEKAHANA CABINS,21.669506,-157.938921
2354,KAMEHAMEHA HWY + OPP 56-155,21.662527,-157.935068
2355,KAMEHAMEHA HWY + OPP MALAEKAHANA STATE RECREATION,21.660162,-157.933355
2356,KAMEHAMEHA HWY + 56-020,21.655126,-157.930504
2357,KAMEHAMEHA HWY + NANILOA LP,21.652222,-157.928696
2358,KAMEHAMEHA HWY + WAHINEPEE ST,21.651202,-157.926789
2359,KAMEHAMEHA HWY + HALE LAA BL,21.648604,-157.923254
2360,KAMEHAMEHA HWY + OPP ANEMOKU ST,21.647042,-157.921367
2361,KAMEHAMEHA HWY + NANILOA LP,21.64408,-157.920016
2362,KAMEHAMEHA HWY + LANILOA ST,21.641902,-157.91949
2363,KAMEHAMEHA HWY + POLYNESIAN CULTURAL CENTER,21.639204,-157.919156
2364,KAMEHAMEHA HWY + 55-238,21.633983,-157.920733
2365,KAMEHAMEHA HWY + OPP POUNDERS BEACH,21.630533,-157.922072
2366,KAMEHAMEHA HWY + OPP 55-135,21.627846,-157.922205
2367,KAMEHAMEHA HWY + OPP KOKOLOLIO BEACH,21.62459,-157.92063
2368,KAMEHAMEHA HWY + OPP KAKELA BEACH PARK,21.622509,-157.918069
2369,KAMEHAMEHA HWY + OPP KAHIKOLE PL,21.621453,-157.91681
2370,KAMEHAMEHA HWY + OPP AHINALU PL,21.62009,-157.915556
2371,KAMEHAMEHA HWY + KAWAIPUNA ST,21.618748,-157.914704
2372,KAMEHAMEHA HWY + OPP PIPILANI PL,21.617457,-157.914068
2373,KAMEHAMEHA HWY + IMUA PL,21.615656,-157.913413
2374,KAMEHAMEHA HWY + HAUULA HOMESTEAD RD,21.613488,-157.912464
2375,KAMEHAMEHA HWY + OPP HAUULA BEACH PARK,21.612095,-157.91145
2376,KAMEHAMEHA HWY + KUKUNA RD,21.60934,-157.909483
2377,KAMEHAMEHA HWY + HAUULA ELEMENTARY SCHOOL,21.607065,-157.907236
2378,KAMEHAMEHA HWY + 53-972,21.606346,-157.903884
2379,KAMEHAMEHA HWY + MAKAO RD,21.605947,-157.903054
2380,KAMEHAMEHA HWY + 53-910,21.604884,-157.901101
2381,KAMEHAMEHA HWY + POKIWAI PL,21.603676,-157.899607
2382,KAMEHAMEHA HWY + SACRED FALLS,21.601072,-157.89792
2383,KAMEHAMEHA HWY + 53-776,21.598794,-157.897329
2384,KAMEHAMEHA HWY + PUHULI ST,21.595389,-157.895893
2385,KAMEHAMEHA HWY + OPP PATS AT PUNALUU,21.589901,-157.890412
2386,KAMEHAMEHA HWY + QUEEN LILIUOKALANI,21.587832,-157.888836
2387,KAMEHAMEHA HWY + HALEAHA RD,21.586251,-157.887827
2388,KAMEHAMEHA HWY + 53-450,21.58412,-157.887231
2390,KAMEHAMEHA HWY + PUNALUU VALLEY RD,21.579729,-157.885619
2391,KAMEHAMEHA HWY + 53-324,21.578043,-157.884051
2392,KAMEHAMEHA HWY + OPP PUNALUU BEACH PARK,21.576073,-157.880744
2393,KAMEHAMEHA HWY + 53-234,21.575379,-157.879416
2394,KAMEHAMEHA HWY + OPP 53-187,21.573892,-157.877313
2395,KAMEHAMEHA HWY + 53-122,21.571049,-157.876056
2396,KAMEHAMEHA HWY + 53-106,21.569925,-157.876009
2397,KAMEHAMEHA HWY + OPP 53-059,21.567486,-157.875563
2398,KAMEHAMEHA HWY + KAHANA VALLEY RD,21.556095,-157.875588
2399,KAMEHAMEHA HWY + OPP KAHANA BAY,21.555021,-157.872227
2400,KAMEHAMEHA HWY + TROUT FARM RD,21.554266,-157.86978
2401,KAMEHAMEHA HWY + CROUCHING LION INN,21.559584,-157.862435
2402,KAMEHAMEHA HWY + KINA PL,21.558677,-157.86059
2403,KAMEHAMEHA HWY + LAU PL,21.557505,-157.85678
2404,KAMEHAMEHA HWY + KAAAWA PARK LN,21.557156,-157.855574
2405,KAMEHAMEHA HWY + HIIAKA RD,21.555594,-157.852334
2406,KAMEHAMEHA HWY + PUAKENIKENI RD,21.553113,-157.849584
2407,KAMEHAMEHA HWY + OPP KAAAWA BEACH PARK,21.550061,-157.847366
2408,KAMEHAMEHA HWY + KAAAWA ELEMENTARY SCHOOL,21.547893,-157.846513
2409,KAMEHAMEHA HWY + POHUEHUE RD,21.545906,-157.846624
2410,KAMEHAMEHA HWY + 51-188,21.54304,-157.843996
2411,KAMEHAMEHA HWY + 51-120,21.540421,-157.841653
2412,KAMEHAMEHA HWY + 51-062,21.537302,-157.840608
2413,KAMEHAMEHA HWY + OPP 51-789,21.530755,-157.836705
2414,KAMEHAMEHA HWY + OPP 49-721,21.527436,-157.835253
2415,KAMEHAMEHA HWY + OPP 49-651,21.524208,-157.835097
2416,KAMEHAMEHA HWY + KUALOA RANCH,21.519298,-157.835757
2417,KAMEHAMEHA HWY + KUALOA BEACH PARK,21.517077,-157.837829
2418,KAMEHAMEHA HWY + OPP KUALOA MAINTENANCE,21.516189,-157.840172
2419,KAMEHAMEHA HWY + OPP 49-327,21.513112,-157.848157
2420,KAMEHAMEHA HWY + OPP JOHNSON RD,21.509904,-157.853709
2421,KAMEHAMEHA HWY + 49-132,21.506937,-157.855892
2422,KAMEHAMEHA HWY + 49-074,21.503358,-157.85543
2423,KAMEHAMEHA HWY + OPP KAMAKA PL,21.497951,-157.852741
2424,KAMEHAMEHA HWY + HAUPOA ST,21.496057,-157.851928
2425,KAMEHAMEHA HWY + OPP 48-387,21.492586,-157.850739
2426,KAMEHAMEHA HWY + WAIKANE VALLEY RD,21.488206,-157.850057
2427,KAMEHAMEHA HWY + 48-262,21.487087,-157.849594
2428,KAMEHAMEHA HWY + OPP WAIAHOLE BEACH,21.484087,-157.847021
2429,KAMEHAMEHA HWY + WAIAHOLE VALLEY RD,21.481736,-157.844986
2430,KAMEHAMEHA HWY + WAIAHOLE HOMESTEAD,21.479408,-157.844596
2431,KAMEHAMEHA HWY + 48-012,21.476536,-157.842534
2432,KAMEHAMEHA HWY + KAIMALOLO PL,21.473031,-157.844605
2433,KAMEHAMEHA HWY + PULAMA RD,21.470123,-157.844595
2434,KAMEHAMEHA HWY + KAALAEA RD,21.467195,-157.843756
2435,KAMEHAMEHA HWY + WAILEHUA RD,21.463098,-157.843299
2436,KAMEHAMEHA HWY + WAIHEE RD,21.4595,-157.840932
2437,KAMEHAMEHA HWY + KAHEKILI HWY,21.457759,-157.838688
2438,KAMEHAMEHA HWY + OPP WAIHEE RD,21.459624,-157.840919
2439,KAMEHAMEHA HWY + OPP WAILEHUA RD,21.463543,-157.843262
2440,KAMEHAMEHA HWY + 47-705,21.465601,-157.843473
2441,KAMEHAMEHA HWY + NUKUWAI PL,21.466766,-157.843595
2442,KAMEHAMEHA HWY + OPP PULAMA RD,21.470251,-157.844524
2443,KAMEHAMEHA HWY + OPP KAIMALOLO PL,21.472972,-157.844503
2444,KAMEHAMEHA HWY + 48-009,21.476399,-157.842428
2445,KAMEHAMEHA HWY + OPP WAIAHOLE VALLEY,21.48199,-157.844924
2446,KAMEHAMEHA HWY + WAIAHOLE BEACH PARK,21.48462,-157.847598
2447,KAMEHAMEHA HWY + OPP 48-262,21.486811,-157.84935
2448,KAMEHAMEHA HWY + 48-279,21.488417,-157.850029
2449,KAMEHAMEHA HWY + 48-387,21.49228,-157.850639
2450,KAMEHAMEHA HWY + OPP HAUPOA ST,21.495261,-157.851466
2451,KAMEHAMEHA HWY + KAMAKA PL,21.497895,-157.852599
2452,KAMEHAMEHA HWY + 49-115,21.50294,-157.85507
2453,KAMEHAMEHA HWY + 49-127,21.506804,-157.855803
2454,KAMEHAMEHA HWY + JOHNSON RD,21.510226,-157.853033
2455,KAMEHAMEHA HWY + 49-301,21.512962,-157.848282
2456,KAMEHAMEHA HWY + KUALOA MAINTENANCE,21.516017,-157.840322
2457,KAMEHAMEHA HWY + KUALOA REGIONAL PARK,21.517481,-157.836555
2458,KAMEHAMEHA HWY + OPP KUALOA RANCH,21.520427,-157.835502
2459,KAMEHAMEHA HWY + 49-651,21.523728,-157.835047
2460,KAMEHAMEHA HWY + 49-721,21.527389,-157.835126
2461,KAMEHAMEHA HWY + 49-789,21.530591,-157.836483
2462,KAMEHAMEHA HWY + OPP 51-062,21.537432,-157.840537
2463,KAMEHAMEHA HWY + OPP 51-140,21.541446,-157.841893
2464,KAMEHAMEHA HWY + OPP 51-180,21.543008,-157.843701
2465,KAMEHAMEHA HWY + OPP POHUEHUE RD,21.545802,-157.846463
2466,KAMEHAMEHA HWY + OPP KAAAWA ELEMENTARY SCHOOL,21.548486,-157.846459
2467,KAMEHAMEHA HWY + KAAAWA BEACH PARK,21.549957,-157.847154
2468,KAMEHAMEHA HWY + OPP POLINALINA RD,21.553264,-157.849562
2469,KAMEHAMEHA HWY + SWANZY BEACH PARK,21.555935,-157.852712
2470,KAMEHAMEHA HWY + OPP HUAMALANI ST,21.556814,-157.854224
2471,KAMEHAMEHA HWY + OPP LAU PL,21.557563,-157.85661
2472,KAMEHAMEHA HWY + OPP CROUCHING LION,21.559856,-157.862845
2473,KAMEHAMEHA HWY + OPP TROUT FARM RD,21.554415,-157.869752
2474,KAMEHAMEHA HWY + KAHANA BAY,21.555088,-157.87194
2475,KAMEHAMEHA HWY + OPP KAHANA VALLEY RD,21.556034,-157.875247
2476,KAMEHAMEHA HWY + 53-059,21.567364,-157.875399
2477,KAMEHAMEHA HWY + 53-117,21.570113,-157.875907
2478,KAMEHAMEHA HWY + 53-141,21.571842,-157.875983
2479,KAMEHAMEHA HWY + 53-183,21.574048,-157.877297
2480,KAMEHAMEHA HWY + 53-227,21.575271,-157.878997
2481,KAMEHAMEHA HWY + PUNALUU BEACH PARK,21.576084,-157.880541
2482,KAMEHAMEHA HWY + OPP 53-234,21.578144,-157.884002
2483,KAMEHAMEHA HWY + OPP PUNALUU VALLEY,21.579875,-157.885604
2484,KAMEHAMEHA HWY + OPP HALEAHA RD,21.585983,-157.887528
2485,KAMEHAMEHA HWY + OPP QUEEN LILIUOKALANI CHILDREN'S,21.587401,-157.888433
2486,KAMEHAMEHA HWY + 53-527,21.588349,-157.88904
2487,KAMEHAMEHA HWY + PATS AT PUNALUU,21.589848,-157.890224
2488,KAMEHAMEHA HWY + KALUANUI BEACH,21.594283,-157.895048
2489,KAMEHAMEHA HWY + 53-783,21.598618,-157.897173
2490,KAMEHAMEHA HWY + POKIWAI PL,21.602109,-157.898277
2491,KAMEHAMEHA HWY + OPP 53-930,21.605044,-157.901135
2492,KAMEHAMEHA HWY + OPP MAKAO RD,21.605929,-157.902767
2493,KAMEHAMEHA HWY + OPP 53-980,21.606674,-157.904322
2494,KAMEHAMEHA HWY + OPP HAUULA ELEMENTARY SCHOOL,21.607106,-157.906886
2495,KAMEHAMEHA HWY + OPP KUKUNA RD,21.609181,-157.909269
2496,KAMEHAMEHA HWY + HAUULA BEACH PARK,21.611182,-157.91067
2497,KAMEHAMEHA HWY + OPP HAUULA HOMESTEAD RD,21.613462,-157.912315
2498,KAMEHAMEHA HWY + OPP IMUA PL,21.615839,-157.913336
2499,KAMEHAMEHA HWY + KAIPAPAU LP,21.617883,-157.914159
2500,KAMEHAMEHA HWY + AHINALU PL,21.62016,-157.915476
2501,KAMEHAMEHA HWY + KAHIKOLE PL,21.62149,-157.916692
2502,KAMEHAMEHA HWY + KAKELA BEACH PARK,21.62266,-157.918089
2503,KAMEHAMEHA HWY + KOKOLOLIO BEACH PARK,21.624382,-157.920209
2504,KAMEHAMEHA HWY + 55-135,21.627687,-157.922071
2505,KAMEHAMEHA HWY + POUNDERS BEACH,21.630846,-157.921754
2506,KAMEHAMEHA HWY + 55-247,21.634367,-157.920138
2507,KAMEHAMEHA HWY + OPP POLYNESIAN CULTURAL CENTER,21.638673,-157.91927
2508,KAMEHAMEHA HWY + OPP LANILOA ST,21.641917,-157.919378
2509,KAMEHAMEHA HWY + OPP NANILOA LP,21.643912,-157.919918
2510,KAMEHAMEHA HWY + ANEMOKU ST,21.647198,-157.921461
2511,KAMEHAMEHA HWY + OPP HALE LAA BL,21.648856,-157.923303
2512,KAMEHAMEHA HWY + OPP LANIHULI ST,21.650745,-157.925427
2513,KAMEHAMEHA HWY + OPP WAHINEPEE ST,21.651213,-157.926555
2514,KAMEHAMEHA HWY + OPP NANILOA LP,21.65245,-157.928751
2515,KAMEHAMEHA HWY + OPP C&C BASEYARD,21.654689,-157.930238
2516,KAMEHAMEHA HWY + MALAEKAHANA STATE RECREATION AREA,21.659758,-157.932931
2517,KAMEHAMEHA HWY + 56-155,21.662464,-157.934893
2518,KAMEHAMEHA HWY + MALAEKAHANA CABINS,21.669763,-157.938908
2519,KAMEHAMEHA HWY + OPP 56-350,21.673043,-157.941957
2520,KAMEHAMEHA HWY + 56-419,21.673914,-157.943313
2521,KAMEHAMEHA HWY + OPP KAHUKU FIRE STATION,21.675311,-157.945535
2522,KAMEHAMEHA HWY + PUULUANA ST,21.676273,-157.947051
2523,KAMEHAMEHA HWY + KAHUKU SUGAR MILL,21.677396,-157.949873
2524,KAMEHAMEHA HWY + OPP PUALALEA ST,21.677745,-157.952095
2525,KAMEHAMEHA HWY + KAHUKU PRAWN FARM,21.684386,-157.96119
2526,KAMEHAMEHA HWY + 56-931,21.689474,-157.967512
2527,KAMEHAMEHA HWY + MARCONI RD,21.692805,-157.976663
2528,KAMEHAMEHA HWY + 56-1207,21.694944,-157.981342
2529,KAMEHAMEHA HWY + OPP 57-146,21.696508,-157.997023
2530,KAMEHAMEHA HWY + OPP KAWELA CAMP RD,21.695541,-158.007642
2531,KAMEHAMEHA HWY + PAHIPAHIALUA ST,21.695597,-158.014339
2532,KAMEHAMEHA HWY + 57-501,21.694936,-158.016253
2533,KAMEHAMEHA HWY + OPP CRAWFORDS CONVALESCENT HOME,21.687209,-158.023511
2534,KAMEHAMEHA HWY + OPP 58-160,21.686197,-158.024637
2535,KAMEHAMEHA HWY + 58-165,21.684306,-158.027561
2536,KAMEHAMEHA HWY + 58-261,21.68267,-158.030333
2537,KAMEHAMEHA HWY + OPP KAUNALA ST,21.681429,-158.032048
2538,KAMEHAMEHA HWY + OPP MAMAO ST,21.680252,-158.033641
2539,KAMEHAMEHA HWY + MAIKA PL,21.679308,-158.03492
2540,KAMEHAMEHA HWY + OPP SUNSET BEACH STORE,21.677661,-158.036614
2541,KAMEHAMEHA HWY + SUNSET BEACH PARK,21.674955,-158.039252
2542,KAMEHAMEHA HWY + SUNSET BEACH,21.673143,-158.041109
2543,KAMEHAMEHA HWY + KE NUI RD,21.671532,-158.042918
2544,KAMEHAMEHA HWY + OPP 59-238,21.669087,-158.045625
2545,KAMEHAMEHA HWY + OPP SUNSET BEACH ELEMENTARY SCH,21.664798,-158.050406
2546,KAMEHAMEHA HWY + KE NUI RD,21.663374,-158.051977
2547,KAMEHAMEHA HWY + KE WAENA RD,21.661094,-158.054497
2548,KAMEHAMEHA HWY + OPP PUKEA RD,21.659369,-158.056438
2549,KAMEHAMEHA HWY + OPP KAHAE RD,21.657057,-158.058283
2550,KAMEHAMEHA HWY + OPP HAKUOLA RD,21.655272,-158.059281
2551,KAMEHAMEHA HWY + KE IKI RD,21.652994,-158.060565
2552,KAMEHAMEHA HWY + PUPUKEA BEACH PARK,21.65034,-158.061944
2553,KAMEHAMEHA HWY + OPP PUPUKEA RD,21.648688,-158.062431
2554,KAMEHAMEHA HWY + OPP KAPUHI ST,21.645289,-158.063564
2555,KAMEHAMEHA HWY + OPP WAIMEA VALLEY RD,21.640108,-158.060127
2556,KAMEHAMEHA HWY + ILIOHU PL,21.635814,-158.068199
2557,KAMEHAMEHA HWY + 61-247,21.632455,-158.070523
2558,KAMEHAMEHA HWY + OPP IKUWAI PL,21.629724,-158.072407
2559,KAMEHAMEHA HWY + OPP PUNALAU PL,21.627458,-158.073986
2560,KAMEHAMEHA HWY + 61-405,21.625318,-158.076368
2561,KAMEHAMEHA HWY + 61-475,21.622851,-158.080005
2562,KAMEHAMEHA HWY + POHAKU LOA WAY,21.620472,-158.083257
2564,KAMEHAMEHA HWY + 61-671,21.615462,-158.088518
2565,KAMEHAMEHA HWY + PAPAILOA RD,21.613979,-158.090029
2566,KAMEHAMEHA HWY + OPP KAWAILOA DR,21.608535,-158.095579
2567,KAMEHAMEHA HWY + HALEIWA BEACH PARK,21.598319,-158.10298
2568,KAMEHAMEHA HWY + OPP LOKOEA PL,21.595267,-158.103126
2569,KAHUAPAANI ST + MANANAI PL,21.367521,-157.925622
2570,SALT LAKE BL + KAHUAPAANI ST,21.366236,-157.929264
2571,SALT LAKE BL + OPP KALALOA ST,21.369349,-157.930492
2572,SALT LAKE BL + KAMEHAMEHA HWY,21.371564,-157.932977
2577,MAKAKILO DR + OPP KIKAHA ST,21.367164,-158.084385
2578,KAONOHI ST + ONIKINIKI PL,21.398501,-157.918883
2579,KAONOHI ST + OPP MALUALUA ST,21.398416,-157.921522
2580,KAONOHI ST + KAHAPILI ST,21.398427,-157.924224
2581,KAHAPILI ST + KAOKOA PL,21.397614,-157.925456
2582,KAHAPILI ST + LAELUA PL,21.397258,-157.927913
2583,KAHAPILI ST + KAONOHI ST,21.396454,-157.92856
2584,KAONOHI ST + 98-818,21.396308,-157.929795
2585,KAONOHI ST + 98-706,21.395367,-157.932924
2586,KAONOHI ST + 98-618,21.394059,-157.935105
2587,KAONOHI ST + OPP PEARL COUNTRY CLUB,21.392892,-157.937851
2588,KAONOHI ST + 98-382,21.389995,-157.94044
2589,KAONOHI ST + MOANALUA RD,21.387167,-157.941669
2590,KAONOHI ST + OPP PEARLRIDGE CENTER,21.385296,-157.94362
2591,KAONOHI ST + MOANALUA LP,21.384298,-157.945258
2593,KAAHUMANU ST + MOANALUA RD,21.390198,-157.953307
2594,KAAHELE ST + NOHOALII ST,21.399432,-157.941861
2595,KAAHELE ST + ALOALII ST,21.399838,-157.940631
2596,KAAHELE ST + KUINI ST,21.3996,-157.938434
2597,KAAHELE ST + EWELANI ST,21.400672,-157.935778
2598,KAAHELE ST + KAAHELE PL,21.401756,-157.93479
2599,AINANUI ST + KAAHELE ST,21.403997,-157.931949
2600,AINANUI ST + 98-842,21.405126,-157.934271
2601,AINANUI ST + KAAHELE ST,21.403066,-157.934397
2602,KAAHELE ST + LEIALII ST,21.402127,-157.934587
2603,KAAHELE ST + EWELANI ST,21.400702,-157.935836
2604,KAAHELE ST + AUPUNIMOI PL,21.399723,-157.937592
2605,KAAHELE ST + LEKE PL,21.399901,-157.940329
2606,KAAHELE ST + NOHOALII ST,21.399526,-157.941832
2607,HAPAKI ST + PIKI ST,21.400055,-157.945626
2608,HAPAKI ST + PIKI ST,21.403478,-157.942765
2609,HAPAKI ST + PIKU PL,21.403807,-157.940345
2610,HAPAKI ST + HOALA ST,21.40487,-157.939368
2611,NAHELE ST + WILOU ST,21.406994,-157.939559
2612,NAHELE ST + PIKI ST,21.407038,-157.942008
2613,NAHELE ST + IPUALA LP,21.406733,-157.943623
2614,NAHELE ST + KIAWE ST,21.404593,-157.946303
2615,NAHELE ST + OPP APALA LP,21.402666,-157.946415
2616,NAHELE ST + KOMO MAI DR,21.400583,-157.947075
2618,KAAHUMANU ST + KAMEHAMEHA HWY,21.388205,-157.95393
2619,KAONOHI ST + OPP UAO PL,21.386937,-157.941716
2620,KAONOHI ST + 98-401,21.389603,-157.940532
2621,KAONOHI ST + OPP PUAALII ST,21.391745,-157.939525
2622,KAONOHI ST + PEARL COUNTRY CLUB,21.392902,-157.937626
2623,KAONOHI ST + OPP 98-618,21.394143,-157.93486
2624,KAONOHI ST + 98-715,21.395452,-157.932621
2625,KAONOHI ST + 98-831,21.396274,-157.930028
2626,KAONOHI ST + OPP KAONOHI PL,21.39602,-157.927775
2628,KAONOHI ST + 98-1039,21.395848,-157.923443
2629,KAONOHI ST + MAHOLA PL,21.396571,-157.921283
2630,KAONOHI ST + OPP MALUALUA ST,21.397019,-157.919213
2632,HOOLAULEA ST + HOOLAWA ST,21.395828,-157.968027
2634,LEHUA AVE + FOURTH ST,21.393241,-157.970587
2635,LEHUA AVE + OPP LEHUA COMMUNITY PARK,21.389179,-157.972293
2636,LEHUA AVE + FARM AVE,21.381058,-157.972168
2637,LEHUA AVE + ASHLEY AVE,21.377842,-157.971404
2638,LEHUA AVE + FRANKLIN AVE,21.375001,-157.970713
2639,FRANKLIN AVE + ROBINSON AVE,21.374283,-157.972416
2640,LANIWAI AVE + LANAKILA AVE,21.375695,-157.974242
2641,ASHLEY AVE + ROBINSON AVE,21.37782,-157.973566
2642,LEHUA AVE + LEHUA COMMUNITY PARK,21.388893,-157.972328
2643,LEHUA AVE + FOURTH ST,21.392998,-157.970619
2644,FARRINGTON HWY + KILI DR,21.476604,-158.219569
2645,LEIHOKU ST + FARRINGTON HWY,21.434766,-158.184062
2646,LUALUALEI HOMESTEAD RD + POKAI BAY ST,21.441077,-158.188538
2647,POKAI BAY ST + LUALUALEI HOMESTEAD RD,21.441659,-158.188651
2648,WAIANAE VALLEY RD + FARRINGTON HWY,21.442561,-158.187534
2649,WAIANAE VALLEY RD + MILL ST,21.442996,-158.186159
2650,WAIANAE VALLEY RD + NIIHAU ST,21.443364,-158.184885
2651,WAIANAE VALLEY RD + OPP MCARTHUR ST,21.444917,-158.181574
2652,WAIANAE VALLEY RD + OPP PULAPULA PL,21.447654,-158.180065
2653,WAIANAE VALLEY RD + MOMONA PL,21.449249,-158.180401
2654,WAIANAE VALLEY RD + OPP PLANTATION RD,21.451437,-158.178992
2655,WAIANAE VALLEY RD + 85-729,21.453067,-158.175139
2656,WAIANAE VALLEY RD + 85-779,21.455096,-158.173594
2657,WAIANAE VALLEY RD + 86-967,21.457009,-158.171336
2658,WAIANAE VALLEY RD + 85-1105,21.459771,-158.168734
2659,WAIANAE VALLEY RD + OPP 85-1196,21.461534,-158.166853
2660,WAIANAE VALLEY RD + OPP 85-1256,21.462319,-158.165897
2661,WAIANAE VALLEY RD + OPP 85-1330,21.463161,-158.16385
2662,WAIANAE VALLEY RD + 85-1395,21.463862,-158.161901
2663,HALEAHI RD + WAIANAE VALLEY RD,21.464545,-158.159721
2664,WAIANAE VALLEY RD + 85-1394,21.463885,-158.162055
2665,WAIANAE VALLEY RD + 85-1330,21.463208,-158.163897
2666,WAIANAE VALLEY RD + 85-1256,21.462424,-158.165806
2667,WAIANAE VALLEY RD + 85-1196,21.461661,-158.166807
2668,WAIANAE VALLEY RD + OPP 85-1105,21.459835,-158.168757
2669,KANEAKI ST + WAIANAE VALLEY RD,21.458374,-158.169083
2670,KANEAKI ST + KEPAUALA ST,21.457498,-158.168069
2671,KEPAUALA ST + OPP KANEILIO ST,21.456104,-158.168472
2672,KANEILIO ST + KAMAILEUNU ST,21.454906,-158.167494
2673,KANEILIO ST + 85-1221,21.454063,-158.166655
2674,KANEILIO ST + 85-1285,21.45332,-158.165079
2675,KANEILIO ST + KAPAEKAHI ST,21.45414,-158.164261
2676,KAPAEKAHI ST + OPP KUMAIPO ST,21.455023,-158.16293
2677,KAPAEKAHI ST + 85-1435,21.456298,-158.1614
2678,KAPAEKAHI ST + KOOLINA ST,21.458337,-158.161146
2679,KANEAKI ST + HALAPOE PL,21.458523,-158.162535
2680,KANEAKI ST + OPP KOOLINA ST,21.456732,-158.164564
2685,KANEAKI ST + OPP KEPAUALA ST,21.457622,-158.167907
2686,KANEAKI ST + WAIANAE VALLEY RD,21.458526,-158.168967
2687,WAIANAE VALLEY RD + PILIUKA PL,21.458028,-158.170095
2688,WAIANAE VALLEY RD + 85-850,21.455037,-158.173703
2689,WAIANAE VALLEY RD + 85-772,21.453242,-158.175021
2690,WAIANAE VALLEY RD + 85-620,21.451497,-158.179003
2691,PLANTATION RD + WAIANAE VALLEY RD,21.450854,-158.180681
2692,PLANTATION RD + OPP HOOMALUHIA ST,21.449901,-158.183365
2693,PLANTATION RD + PILILAAU PARK,21.448566,-158.185206
2694,PLANTATION RD + LIHUE ST,21.447019,-158.185786
2695,PLANTATION RD + OLD GOVERNMENT RD,21.445855,-158.18768
2705,LUALUALEI HOMESTEAD RD + HOKUUKALI ST,21.44,-158.178501
2706,LUALUALEI HOMESTEAD RD + OPP HALE ELUA ST,21.440019,-158.175855
